date_key,full_date,year,quarter,month_number,month_name,month_short,week_of_year,day_of_week_number,day_of_week_name,day_of_week_short,day_of_month,weekday_indicator,year_quarter,year_month
20180918,2018-09-18,2018,3,9,September,Sep,38,2,Tuesday,Tue,18,Weekday,2018-Q3,2018-09
20180919,2018-09-19,2018,3,9,September,Sep,38,3,Wednesday,Wed,19,Weekday,2018-Q3,2018-09
20180920,2018-09-20,2018,3,9,September,Sep,38,4,Thursday,Thu,20,Weekday,2018-Q3,2018-09
20180921,2018-09-21,2018,3,9,September,Sep,38,5,Friday,Fri,21,Weekday,2018-Q3,2018-09
20180922,2018-09-22,2018,3,9,September,Sep,38,6,Saturday,Sat,22,Weekend,2018-Q3,2018-09
20180923,2018-09-23,2018,3,9,September,Sep,38,7,Sunday,Sun,23,Weekend,2018-Q3,2018-09
20180924,2018-09-24,2018,3,9,September,Sep,39,1,Monday,Mon,24,Weekday,2018-Q3,2018-09
20180925,2018-09-25,2018,3,9,September,Sep,39,2,Tuesday,Tue,25,Weekday,2018-Q3,2018-09
20180926,2018-09-26,2018,3,9,September,Sep,39,3,Wednesday,Wed,26,Weekday,2018-Q3,2018-09
20180927,2018-09-27,2018,3,9,September,Sep,39,4,Thursday,Thu,27,Weekday,2018-Q3,2018-09
20180928,2018-09-28,2018,3,9,September,Sep,39,5,Friday,Fri,28,Weekday,2018-Q3,2018-09
20180929,2018-09-29,2018,3,9,September,Sep,39,6,Saturday,Sat,29,Weekend,2018-Q3,2018-09
20180930,2018-09-30,2018,3,9,September,Sep,39,7,Sunday,Sun,30,Weekend,2018-Q3,2018-09
20181001,2018-10-01,2018,4,10,October,Oct,40,1,Monday,Mon,1,Weekday,2018-Q4,2018-10
20181002,2018-10-02,2018,4,10,October,Oct,40,2,Tuesday,Tue,2,Weekday,2018-Q4,2018-10
20181003,2018-10-03,2018,4,10,October,Oct,40,3,Wednesday,Wed,3,Weekday,2018-Q4,2018-10
20181004,2018-10-04,2018,4,10,October,Oct,40,4,Thursday,Thu,4,Weekday,2018-Q4,2018-10
20181005,2018-10-05,2018,4,10,October,Oct,40,5,Friday,Fri,5,Weekday,2018-Q4,2018-10
20181006,2018-10-06,2018,4,10,October,Oct,40,6,Saturday,Sat,6,Weekend,2018-Q4,2018-10
20181007,2018-10-07,2018,4,10,October,Oct,40,7,Sunday,Sun,7,Weekend,2018-Q4,2018-10
20181008,2018-10-08,2018,4,10,October,Oct,41,1,Monday,Mon,8,Weekday,2018-Q4,2018-10
20181009,2018-10-09,2018,4,10,October,Oct,41,2,Tuesday,Tue,9,Weekday,2018-Q4,2018-10
20181010,2018-10-10,2018,4,10,October,Oct,41,3,Wednesday,Wed,10,Weekday,2018-Q4,2018-10
20181011,2018-10-11,2018,4,10,October,Oct,41,4,Thursday,Thu,11,Weekday,2018-Q4,2018-10
20181012,2018-10-12,2018,4,10,October,Oct,41,5,Friday,Fri,12,Weekday,2018-Q4,2018-10
20181013,2018-10-13,2018,4,10,October,Oct,41,6,Saturday,Sat,13,Weekend,2018-Q4,2018-10
20181014,2018-10-14,2018,4,10,October,Oct,41,7,Sunday,Sun,14,Weekend,2018-Q4,2018-10
20181015,2018-10-15,2018,4,10,October,Oct,42,1,Monday,Mon,15,Weekday,2018-Q4,2018-10
20181016,2018-10-16,2018,4,10,October,Oct,42,2,Tuesday,Tue,16,Weekday,2018-Q4,2018-10
20181017,2018-10-17,2018,4,10,October,Oct,42,3,Wednesday,Wed,17,Weekday,2018-Q4,2018-10
20181018,2018-10-18,2018,4,10,October,Oct,42,4,Thursday,Thu,18,Weekday,2018-Q4,2018-10
20181019,2018-10-19,2018,4,10,October,Oct,42,5,Friday,Fri,19,Weekday,2018-Q4,2018-10
20181020,2018-10-20,2018,4,10,October,Oct,42,6,Saturday,Sat,20,Weekend,2018-Q4,2018-10
20181021,2018-10-21,2018,4,10,October,Oct,42,7,Sunday,Sun,21,Weekend,2018-Q4,2018-10
20181022,2018-10-22,2018,4,10,October,Oct,43,1,Monday,Mon,22,Weekday,2018-Q4,2018-10
20181023,2018-10-23,2018,4,10,October,Oct,43,2,Tuesday,Tue,23,Weekday,2018-Q4,2018-10
20181024,2018-10-24,2018,4,10,October,Oct,43,3,Wednesday,Wed,24,Weekday,2018-Q4,2018-10
20181025,2018-10-25,2018,4,10,October,Oct,43,4,Thursday,Thu,25,Weekday,2018-Q4,2018-10
20181026,2018-10-26,2018,4,10,October,Oct,43,5,Friday,Fri,26,Weekday,2018-Q4,2018-10
20181027,2018-10-27,2018,4,10,October,Oct,43,6,Saturday,Sat,27,Weekend,2018-Q4,2018-10
20181028,2018-10-28,2018,4,10,October,Oct,43,7,Sunday,Sun,28,Weekend,2018-Q4,2018-10
20181029,2018-10-29,2018,4,10,October,Oct,44,1,Monday,Mon,29,Weekday,2018-Q4,2018-10
20181030,2018-10-30,2018,4,10,October,Oct,44,2,Tuesday,Tue,30,Weekday,2018-Q4,2018-10
20181031,2018-10-31,2018,4,10,October,Oct,44,3,Wednesday,Wed,31,Weekday,2018-Q4,2018-10
20181101,2018-11-01,2018,4,11,November,Nov,44,4,Thursday,Thu,1,Weekday,2018-Q4,2018-11
20181102,2018-11-02,2018,4,11,November,Nov,44,5,Friday,Fri,2,Weekday,2018-Q4,2018-11
20181103,2018-11-03,2018,4,11,November,Nov,44,6,Saturday,Sat,3,Weekend,2018-Q4,2018-11
20181104,2018-11-04,2018,4,11,November,Nov,44,7,Sunday,Sun,4,Weekend,2018-Q4,2018-11
20181105,2018-11-05,2018,4,11,November,Nov,45,1,Monday,Mon,5,Weekday,2018-Q4,2018-11
20181106,2018-11-06,2018,4,11,November,Nov,45,2,Tuesday,Tue,6,Weekday,2018-Q4,2018-11
20181107,2018-11-07,2018,4,11,November,Nov,45,3,Wednesday,Wed,7,Weekday,2018-Q4,2018-11
20181108,2018-11-08,2018,4,11,November,Nov,45,4,Thursday,Thu,8,Weekday,2018-Q4,2018-11
20181109,2018-11-09,2018,4,11,November,Nov,45,5,Friday,Fri,9,Weekday,2018-Q4,2018-11
20181110,2018-11-10,2018,4,11,November,Nov,45,6,Saturday,Sat,10,Weekend,2018-Q4,2018-11
20181111,2018-11-11,2018,4,11,November,Nov,45,7,Sunday,Sun,11,Weekend,2018-Q4,2018-11
20181112,2018-11-12,2018,4,11,November,Nov,46,1,Monday,Mon,12,Weekday,2018-Q4,2018-11
20181113,2018-11-13,2018,4,11,November,Nov,46,2,Tuesday,Tue,13,Weekday,2018-Q4,2018-11
20181114,2018-11-14,2018,4,11,November,Nov,46,3,Wednesday,Wed,14,Weekday,2018-Q4,2018-11
20181115,2018-11-15,2018,4,11,November,Nov,46,4,Thursday,Thu,15,Weekday,2018-Q4,2018-11
20181116,2018-11-16,2018,4,11,November,Nov,46,5,Friday,Fri,16,Weekday,2018-Q4,2018-11
20181117,2018-11-17,2018,4,11,November,Nov,46,6,Saturday,Sat,17,Weekend,2018-Q4,2018-11
20181118,2018-11-18,2018,4,11,November,Nov,46,7,Sunday,Sun,18,Weekend,2018-Q4,2018-11
20181119,2018-11-19,2018,4,11,November,Nov,47,1,Monday,Mon,19,Weekday,2018-Q4,2018-11
20181120,2018-11-20,2018,4,11,November,Nov,47,2,Tuesday,Tue,20,Weekday,2018-Q4,2018-11
20181121,2018-11-21,2018,4,11,November,Nov,47,3,Wednesday,Wed,21,Weekday,2018-Q4,2018-11
20181122,2018-11-22,2018,4,11,November,Nov,47,4,Thursday,Thu,22,Weekday,2018-Q4,2018-11
20181123,2018-11-23,2018,4,11,November,Nov,47,5,Friday,Fri,23,Weekday,2018-Q4,2018-11
20181124,2018-11-24,2018,4,11,November,Nov,47,6,Saturday,Sat,24,Weekend,2018-Q4,2018-11
20181125,2018-11-25,2018,4,11,November,Nov,47,7,Sunday,Sun,25,Weekend,2018-Q4,2018-11
20181126,2018-11-26,2018,4,11,November,Nov,48,1,Monday,Mon,26,Weekday,2018-Q4,2018-11
20181127,2018-11-27,2018,4,11,November,Nov,48,2,Tuesday,Tue,27,Weekday,2018-Q4,2018-11
20181128,2018-11-28,2018,4,11,November,Nov,48,3,Wednesday,Wed,28,Weekday,2018-Q4,2018-11
20181129,2018-11-29,2018,4,11,November,Nov,48,4,Thursday,Thu,29,Weekday,2018-Q4,2018-11
20181130,2018-11-30,2018,4,11,November,Nov,48,5,Friday,Fri,30,Weekday,2018-Q4,2018-11
20181201,2018-12-01,2018,4,12,December,Dec,48,6,Saturday,Sat,1,Weekend,2018-Q4,2018-12
20181202,2018-12-02,2018,4,12,December,Dec,48,7,Sunday,Sun,2,Weekend,2018-Q4,2018-12
20181203,2018-12-03,2018,4,12,December,Dec,49,1,Monday,Mon,3,Weekday,2018-Q4,2018-12
20181204,2018-12-04,2018,4,12,December,Dec,49,2,Tuesday,Tue,4,Weekday,2018-Q4,2018-12
20181205,2018-12-05,2018,4,12,December,Dec,49,3,Wednesday,Wed,5,Weekday,2018-Q4,2018-12
20181206,2018-12-06,2018,4,12,December,Dec,49,4,Thursday,Thu,6,Weekday,2018-Q4,2018-12
20181207,2018-12-07,2018,4,12,December,Dec,49,5,Friday,Fri,7,Weekday,2018-Q4,2018-12
20181208,2018-12-08,2018,4,12,December,Dec,49,6,Saturday,Sat,8,Weekend,2018-Q4,2018-12
20181209,2018-12-09,2018,4,12,December,Dec,49,7,Sunday,Sun,9,Weekend,2018-Q4,2018-12
20181210,2018-12-10,2018,4,12,December,Dec,50,1,Monday,Mon,10,Weekday,2018-Q4,2018-12
20181211,2018-12-11,2018,4,12,December,Dec,50,2,Tuesday,Tue,11,Weekday,2018-Q4,2018-12
20181212,2018-12-12,2018,4,12,December,Dec,50,3,Wednesday,Wed,12,Weekday,2018-Q4,2018-12
20181213,2018-12-13,2018,4,12,December,Dec,50,4,Thursday,Thu,13,Weekday,2018-Q4,2018-12
20181214,2018-12-14,2018,4,12,December,Dec,50,5,Friday,Fri,14,Weekday,2018-Q4,2018-12
20181215,2018-12-15,2018,4,12,December,Dec,50,6,Saturday,Sat,15,Weekend,2018-Q4,2018-12
20181216,2018-12-16,2018,4,12,December,Dec,50,7,Sunday,Sun,16,Weekend,2018-Q4,2018-12
20181217,2018-12-17,2018,4,12,December,Dec,51,1,Monday,Mon,17,Weekday,2018-Q4,2018-12
20181218,2018-12-18,2018,4,12,December,Dec,51,2,Tuesday,Tue,18,Weekday,2018-Q4,2018-12
20181219,2018-12-19,2018,4,12,December,Dec,51,3,Wednesday,Wed,19,Weekday,2018-Q4,2018-12
20181220,2018-12-20,2018,4,12,December,Dec,51,4,Thursday,Thu,20,Weekday,2018-Q4,2018-12
20181221,2018-12-21,2018,4,12,December,Dec,51,5,Friday,Fri,21,Weekday,2018-Q4,2018-12
20181222,2018-12-22,2018,4,12,December,Dec,51,6,Saturday,Sat,22,Weekend,2018-Q4,2018-12
20181223,2018-12-23,2018,4,12,December,Dec,51,7,Sunday,Sun,23,Weekend,2018-Q4,2018-12
20181224,2018-12-24,2018,4,12,December,Dec,52,1,Monday,Mon,24,Weekday,2018-Q4,2018-12
20181225,2018-12-25,2018,4,12,December,Dec,52,2,Tuesday,Tue,25,Weekday,2018-Q4,2018-12
20181226,2018-12-26,2018,4,12,December,Dec,52,3,Wednesday,Wed,26,Weekday,2018-Q4,2018-12
20181227,2018-12-27,2018,4,12,December,Dec,52,4,Thursday,Thu,27,Weekday,2018-Q4,2018-12
20181228,2018-12-28,2018,4,12,December,Dec,52,5,Friday,Fri,28,Weekday,2018-Q4,2018-12
20181229,2018-12-29,2018,4,12,December,Dec,52,6,Saturday,Sat,29,Weekend,2018-Q4,2018-12
20181230,2018-12-30,2018,4,12,December,Dec,52,7,Sunday,Sun,30,Weekend,2018-Q4,2018-12
20181231,2018-12-31,2018,4,12,December,Dec,53,1,Monday,Mon,31,Weekday,2018-Q4,2018-12
